scientific_name,park_name,observations,common_names,category,conservation_status
Aegolius acadicus,Yellowstone National Park,234,Northern Saw-Whet Owl,Bird,Not Protected
Aegolius acadicus,Yosemite National Park,91,Northern Saw-Whet Owl,Bird,Not Protected
Aegolius funereus,Bryce National Park,73,Boreal Owl,Bird,Not Protected
Aegolius funereus,Great Smoky Mountains National Park,82,Boreal Owl,Bird,Not Protected
Aegolius funereus,Yellowstone National Park,260,Boreal Owl,Bird,Not Protected
Aegolius funereus,Yosemite National Park,167,Boreal Owl,Bird,Not Protected
Aegopodium podagraria,Bryce National Park,112,"Bishops Goutweed, Old Man's Beard",Vascular Plant,Not Protected
Aegopodium podagraria,Great Smoky Mountains National Park,52,"Bishops Goutweed, Old Man's Beard",Vascular Plant,Not Protected
Aegopodium podagraria,Yellowstone National Park,249,"Bishops Goutweed, Old Man's Beard",Vascular Plant,Not Protected
Aegopodium podagraria,Yosemite National Park,198,"Bishops Goutweed, Old Man's Beard",Vascular Plant,Not Protected
Aeronautes saxatalis,Bryce National Park,95,White-Throated Swift,Bird,Not Protected
Aeronautes saxatalis,Great Smoky Mountains National Park,77,White-Throated Swift,Bird,Not Protected
Aeronautes saxatalis,Yellowstone National Park,264,White-Throated Swift,Bird,Not Protected
Aeronautes saxatalis,Yosemite National Park,178,White-Throated Swift,Bird,Not Protected
Aesculus californica,Bryce National Park,108,California Buckeye,Vascular Plant,Not Protected
Aesculus californica,Great Smoky Mountains National Park,89,California Buckeye,Vascular Plant,Not Protected
Aesculus californica,Yellowstone National Park,246,California Buckeye,Vascular Plant,Not Protected
Aesculus californica,Yosemite National Park,128,California Buckeye,Vascular Plant,Not Protected
Aesculus flava,Bryce National Park,117,Yellow Buckeye,Vascular Plant,Not Protected
Aesculus flava,Great Smoky Mountains National Park,73,Yellow Buckeye,Vascular Plant,Not Protected
Aesculus flava,Yellowstone National Park,212,Yellow Buckeye,Vascular Plant,Not Protected
Aesculus flava,Yosemite National Park,119,Yellow Buckeye,Vascular Plant,Not Protected
Aesculus glabra,Bryce National Park,76,Ohio Buckeye,Vascular Plant,Not Protected
Aesculus glabra,Great Smoky Mountains National Park,94,Ohio Buckeye,Vascular Plant,Not Protected
Aesculus glabra,Yellowstone National Park,247,Ohio Buckeye,Vascular Plant,Not Protected
Aesculus glabra,Yosemite National Park,163,Ohio Buckeye,Vascular Plant,Not Protected
Aesculus pavia,Bryce National Park,133,Red Buckeye,Vascular Plant,Not Protected
Aesculus pavia,Great Smoky Mountains National Park,49,Red Buckeye,Vascular Plant,Not Protected
Aesculus pavia,Yellowstone National Park,199,Red Buckeye,Vascular Plant,Not Protected
Aesculus pavia,Yosemite National Park,164,Red Buckeye,Vascular Plant,Not Protected
Aesculus sylvatica,Bryce National Park,100,Painted Buckeye,Vascular Plant,Not Protected
Aesculus sylvatica,Great Smoky Mountains National Park,69,Painted Buckeye,Vascular Plant,Not Protected
Aesculus sylvatica,Yellowstone National Park,263,Painted Buckeye,Vascular Plant,Not Protected
Aesculus sylvatica,Yosemite National Park,157,Painted Buckeye,Vascular Plant,Not Protected
Agalinis purpurea,Bryce National Park,91,"Large-Purple False-Foxglove, Purple Gerardia",Vascular Plant,Not Protected
Agalinis purpurea,Great Smoky Mountains National Park,71,"Large-Purple False-Foxglove, Purple Gerardia",Vascular Plant,Not Protected
Agalinis purpurea,Yellowstone National Park,263,"Large-Purple False-Foxglove, Purple Gerardia",Vascular Plant,Not Protected
Agalinis purpurea,Yosemite National Park,176,"Large-Purple False-Foxglove, Purple Gerardia",Vascular Plant,Not Protected
Agalinis setacea,Bryce National Park,116,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",Vascular Plant,Not Protected
Agalinis setacea,Great Smoky Mountains National Park,82,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",Vascular Plant,Not Protected
Agalinis setacea,Yellowstone National Park,202,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",Vascular Plant,Not Protected
Agalinis setacea,Yosemite National Park,190,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",Vascular Plant,Not Protected
Agalinis tenuifolia,Bryce National Park,73,"Slender False-Foxglove, Slender Gerardia",Vascular Plant,Not Protected
Agalinis tenuifolia,Great Smoky Mountains National Park,59,"Slender False-Foxglove, Slender Gerardia",Vascular Plant,Not Protected
Agalinis tenuifolia,Yellowstone National Park,257,"Slender False-Foxglove, Slender Gerardia",Vascular Plant,Not Protected
Agalinis tenuifolia,Yosemite National Park,145,"Slender False-Foxglove, Slender Gerardia",Vascular Plant,Not Protected
Agastache nepetoides,Bryce National Park,106,"Giant Hyssop, Hyssop",Vascular Plant,Not Protected
Agastache nepetoides,Great Smoky Mountains National Park,76,"Giant Hyssop, Hyssop",Vascular Plant,Not Protected
Agastache nepetoides,Yellowstone National Park,237,"Giant Hyssop, Hyssop",Vascular Plant,Not Protected
Agastache nepetoides,Yosemite National Park,144,"Giant Hyssop, Hyssop",Vascular Plant,Not Protected
Agastache scrophulariifolia,Bryce National Park,116,"Giant Hyssop, Purple Giant Hyssop",Vascular Plant,Not Protected
Agastache scrophulariifolia,Great Smoky Mountains National Park,55,"Giant Hyssop, Purple Giant Hyssop",Vascular Plant,Not Protected
Agastache scrophulariifolia,Yellowstone National Park,232,"Giant Hyssop, Purple Giant Hyssop",Vascular Plant,Not Protected
Agastache scrophulariifolia,Yosemite National Park,133,"Giant Hyssop, Purple Giant Hyssop",Vascular Plant,Not Protected
Agastache urticifolia,Bryce National Park,95,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",Vascular Plant,Not Protected
Agastache urticifolia,Great Smoky Mountains National Park,57,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",Vascular Plant,Not Protected
Agastache urticifolia,Yellowstone National Park,236,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",Vascular Plant,Not Protected
Agastache urticifolia,Yosemite National Park,144,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",Vascular Plant,Not Protected
Agelaius phoeniceus,Bryce National Park,97,Red-Winged Blackbird,Bird,Not Protected
Agelaius phoeniceus,Great Smoky Mountains National Park,83,Red-Winged Blackbird,Bird,Not Protected
Agelaius phoeniceus,Yellowstone National Park,250,Red-Winged Blackbird,Bird,Not Protected
Agelaius phoeniceus,Yosemite National Park,155,Red-Winged Blackbird,Bird,Not Protected
Ageratina altissima,Bryce National Park,94,White Snakeroot,Vascular Plant,Not Protected
Ageratina altissima,Great Smoky Mountains National Park,64,White Snakeroot,Vascular Plant,Not Protected
Ageratina altissima,Yellowstone National Park,254,White Snakeroot,Vascular Plant,Not Protected
Ageratina altissima,Yosemite National Park,178,White Snakeroot,Vascular Plant,Not Protected
Ageratina altissima var. altissima,Bryce National Park,120,White Snakeroot,Vascular Plant,Not Protected
Ageratina altissima var. altissima,Great Smoky Mountains National Park,81,White Snakeroot,Vascular Plant,Not Protected
Ageratina altissima var. altissima,Yellowstone National Park,249,White Snakeroot,Vascular Plant,Not Protected
Ageratina altissima var. altissima,Yosemite National Park,152,White Snakeroot,Vascular Plant,Not Protected
Ageratina altissima var. roanensis,Bryce National Park,96,White Snakeroot,Vascular Plant,Not Protected
Ageratina altissima var. roanensis,Great Smoky Mountains National Park,63,White Snakeroot,Vascular Plant,Not Protected
Ageratina altissima var. roanensis,Yellowstone National Park,249,White Snakeroot,Vascular Plant,Not Protected
Ageratina altissima var. roanensis,Yosemite National Park,139,White Snakeroot,Vascular Plant,Not Protected
Ageratina aromatica var. aromatica,Bryce National Park,110,Lesser Snakeroot,Vascular Plant,Not Protected
Ageratina aromatica var. aromatica,Great Smoky Mountains National Park,84,Lesser Snakeroot,Vascular Plant,Not Protected
Ageratina aromatica var. aromatica,Yellowstone National Park,205,Lesser Snakeroot,Vascular Plant,Not Protected
Ageratina aromatica var. aromatica,Yosemite National Park,117,Lesser Snakeroot,Vascular Plant,Not Protected
Ageratina occidentalis,Bryce National Park,89,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",Vascular Plant,Not Protected
Ageratina occidentalis,Great Smoky Mountains National Park,74,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",Vascular Plant,Not Protected
Ageratina occidentalis,Yellowstone National Park,246,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",Vascular Plant,Not Protected
Ageratina occidentalis,Yosemite National Park,146,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",Vascular Plant,Not Protected
Agkistrodon contortrix mokasen,Bryce National Park,101,Northern Copperhead,Reptile,Not Protected
Agkistrodon contortrix mokasen,Great Smoky Mountains National Park,43,Northern Copperhead,Reptile,Not Protected
Agkistrodon contortrix mokasen,Yellowstone National Park,212,Northern Copperhead,Reptile,Not Protected
Agkistrodon contortrix mokasen,Yosemite National Park,152,Northern Copperhead,Reptile,Not Protected
Agoseris aurantiaca,Bryce National Park,111,"Orange Agoseris, Orange-Flowered False-Dandelion",Vascular Plant,Not Protected
Agoseris aurantiaca,Great Smoky Mountains National Park,81,"Orange Agoseris, Orange-Flowered False-Dandelion",Vascular Plant,Not Protected
Agoseris aurantiaca,Yellowstone National Park,241,"Orange Agoseris, Orange-Flowered False-Dandelion",Vascular Plant,Not Protected
Agoseris aurantiaca,Yosemite National Park,146,"Orange Agoseris, Orange-Flowered False-Dandelion",Vascular Plant,Not Protected
Agoseris elata,Bryce National Park,114,Tall Agoseris,Vascular Plant,Not Protected
Agoseris elata,Great Smoky Mountains National Park,68,Tall Agoseris,Vascular Plant,Not Protected
Agoseris elata,Yellowstone National Park,239,Tall Agoseris,Vascular Plant,Not Protected
Agoseris elata,Yosemite National Park,130,Tall Agoseris,Vascular Plant,Not Protected
Agoseris glauca var. dasycephala,Bryce National Park,114,"Pale Agoseris, Pale Goat-Chicory",Vascular Plant,Not Protected
Agoseris glauca var. dasycephala,Great Smoky Mountains National Park,93,"Pale Agoseris, Pale Goat-Chicory",Vascular Plant,Not Protected
Agoseris glauca var. dasycephala,Yellowstone National Park,257,"Pale Agoseris, Pale Goat-Chicory",Vascular Plant,Not Protected
Agoseris glauca var. dasycephala,Yosemite National Park,154,"Pale Agoseris, Pale Goat-Chicory",Vascular Plant,Not Protected
Agoseris glauca var. glauca,Bryce National Park,100,Pale Agoseris,Vascular Plant,Not Protected
Agoseris glauca var. glauca,Great Smoky Mountains National Park,62,Pale Agoseris,Vascular Plant,Not Protected
Agoseris glauca var. glauca,Yellowstone National Park,280,Pale Agoseris,Vascular Plant,Not Protected
Agoseris glauca var. glauca,Yosemite National Park,169,Pale Agoseris,Vascular Plant,Not Protected
Agoseris glauca var. laciniata,Bryce National Park,120,"Arizona Mountain Dandelion, False Agoseris",Vascular Plant,Not Protected
Agoseris glauca var. laciniata,Great Smoky Mountains National Park,43,"Arizona Mountain Dandelion, False Agoseris",Vascular Plant,Not Protected
Agoseris glauca var. laciniata,Yellowstone National Park,290,"Arizona Mountain Dandelion, False Agoseris",Vascular Plant,Not Protected
Agoseris glauca var. laciniata,Yosemite National Park,146,"Arizona Mountain Dandelion, False Agoseris",Vascular Plant,Not Protected
Agoseris glauca var. monticola,Bryce National Park,61,Pale Agoseris,Vascular Plant,Not Protected
Agoseris glauca var. monticola,Great Smoky Mountains National Park,40,Pale Agoseris,Vascular Plant,Not Protected
Agoseris glauca var. monticola,Yellowstone National Park,245,Pale Agoseris,Vascular Plant,Not Protected
Agoseris glauca var. monticola,Yosemite National Park,138,Pale Agoseris,Vascular Plant,Not Protected
Agoseris grandiflora,Bryce National Park,107,"Bigflower Agoseris, Shortbeak Agoseris",Vascular Plant,Not Protected
Agoseris grandiflora,Great Smoky Mountains National Park,68,"Bigflower Agoseris, Shortbeak Agoseris",Vascular Plant,Not Protected
Agoseris grandiflora,Yellowstone National Park,221,"Bigflower Agoseris, Shortbeak Agoseris",Vascular Plant,Not Protected
Agoseris grandiflora,Yosemite National Park,181,"Bigflower Agoseris, Shortbeak Agoseris",Vascular Plant,Not Protected
Agoseris heterophylla,Bryce National Park,120,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",Vascular Plant,Not Protected
Agoseris heterophylla,Great Smoky Mountains National Park,92,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",Vascular Plant,Not Protected
Agoseris heterophylla,Yellowstone National Park,277,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",Vascular Plant,Not Protected
Agoseris heterophylla,Yosemite National Park,147,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",Vascular Plant,Not Protected
Agoseris lackschewitzii,Bryce National Park,94,Mill Creek Agoseris,Vascular Plant,Not Protected
Agoseris lackschewitzii,Great Smoky Mountains National Park,46,Mill Creek Agoseris,Vascular Plant,Not Protected
Agoseris lackschewitzii,Yellowstone National Park,263,Mill Creek Agoseris,Vascular Plant,Not Protected
Agoseris lackschewitzii,Yosemite National Park,138,Mill Creek Agoseris,Vascular Plant,Not Protected
Agoseris retrorsa,Bryce National Park,124,Spearleaf Agoseris,Vascular Plant,Not Protected
Agoseris retrorsa,Great Smoky Mountains National Park,84,Spearleaf Agoseris,Vascular Plant,Not Protected
Agoseris retrorsa,Yellowstone National Park,280,Spearleaf Agoseris,Vascular Plant,Not Protected
Agoseris retrorsa,Yosemite National Park,118,Spearleaf Agoseris,Vascular Plant,Not Protected
Agrimonia gryposepala,Bryce National Park,80,"Large-Fruited Agrimony, Tall Hairy Groovebur",Vascular Plant,Not Protected
Agrimonia gryposepala,Great Smoky Mountains National Park,67,"Large-Fruited Agrimony, Tall Hairy Groovebur",Vascular Plant,Not Protected
Agrimonia gryposepala,Yellowstone National Park,232,"Large-Fruited Agrimony, Tall Hairy Groovebur",Vascular Plant,Not Protected
Agrimonia gryposepala,Yosemite National Park,145,"Large-Fruited Agrimony, Tall Hairy Groovebur",Vascular Plant,Not Protected
Agrimonia microcarpa,Bryce National Park,101,Smallfruit Agrimony,Vascular Plant,Not Protected
Agrimonia microcarpa,Great Smoky Mountains National Park,80,Smallfruit Agrimony,Vascular Plant,Not Protected
Agrimonia microcarpa,Yellowstone National Park,254,Smallfruit Agrimony,Vascular Plant,Not Protected
Agrimonia microcarpa,Yosemite National Park,126,Smallfruit Agrimony,Vascular Plant,Not Protected
Agrimonia parviflora,Bryce National Park,105,"Small-Flower Groovebur, Small-Flowered Agrimony",Vascular Plant,Not Protected
Agrimonia parviflora,Great Smoky Mountains National Park,78,"Small-Flower Groovebur, Small-Flowered Agrimony",Vascular Plant,Not Protected
Agrimonia parviflora,Yellowstone National Park,232,"Small-Flower Groovebur, Small-Flowered Agrimony",Vascular Plant,Not Protected
Agrimonia parviflora,Yosemite National Park,168,"Small-Flower Groovebur, Small-Flowered Agrimony",Vascular Plant,Not Protected
Agrimonia pubescens,Bryce National Park,117,"Hairy Agrimony, Soft Groovebur",Vascular Plant,Not Protected
Agrimonia pubescens,Great Smoky Mountains National Park,93,"Hairy Agrimony, Soft Groovebur",Vascular Plant,Not Protected
Agrimonia pubescens,Yellowstone National Park,238,"Hairy Agrimony, Soft Groovebur",Vascular Plant,Not Protected
Agrimonia pubescens,Yosemite National Park,154,"Hairy Agrimony, Soft Groovebur",Vascular Plant,Not Protected
Agrimonia rostellata,Bryce National Park,101,"Beaked Agrimony, Woodland Agrimony",Vascular Plant,Not Protected
Agrimonia rostellata,Great Smoky Mountains National Park,116,"Beaked Agrimony, Woodland Agrimony",Vascular Plant,Not Protected
Agrimonia rostellata,Yellowstone National Park,249,"Beaked Agrimony, Woodland Agrimony",Vascular Plant,Not Protected
Agrimonia rostellata,Yosemite National Park,148,"Beaked Agrimony, Woodland Agrimony",Vascular Plant,Not Protected
Agrostemma githago,Bryce National Park,92,"Common Corncockle, Corncockle",Vascular Plant,Not Protected
Agrostemma githago,Great Smoky Mountains National Park,134,"Common Corncockle, Corncockle",Vascular Plant,Not Protected
Agrostemma githago,Yellowstone National Park,260,"Common Corncockle, Corncockle",Vascular Plant,Not Protected
Agrostemma githago,Yosemite National Park,186,"Common Corncockle, Corncockle",Vascular Plant,Not Protected
